,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,312,29062,"O'Shea, Kevin J.",63.2%,21.1%,,,,5.3%,10.5%,,,,,,,,,,,,,,,,,
,,,,,,313,29063,"Brooks, Katelyn E.",70.0%,,,,10.0%,,20.0%,,,,,,,,,,,,,,,,,
,,,,,,314,29064,"Latoz, Traci L.",55.6%,,,,11.1%,,,11.1%,,,5.6%,,,,5.6%,,,,,,,,11.1%,
,,,,,,315,29065,"Adu Gyamfi, Prince",94.7%,,,,,,,,,,,,,,5.3%,,,,,,,,,
,,,,,,316,30112,"Maschinot, Alexus D.",31.6%,31.6%,,,10.5%,5.3%,15.8%,,,,,,,,,,,,,,,,5.3%,
,,,,,,320,31136,"Seals, John M.",80.0%,,,,15.0%,,,,,,5.0%,,,,,,,,,,,,,
,,,,,,321,31176,"Wright, Jon D.",56.3%,,,,37.5%,,,6.3%,,,,,,,,,,,,,,,,
,,,,,,322,31178,"Deyoe, Diana L.",82.4%,,,,5.9%,,,5.9%,,,,,,,5.9%,,,,,,,,,
,,,,,,324,32273,"Boersma, Cari A.",26.3%,47.4%,,,,10.5%,5.3%,,,,,,,,,,,,,,,,10.5%,
,,,,,,325,32274,"Hall, Brian D.",52.9%,35.3%,,,,5.9%,5.9%,,,,,,,,,,,,,,,,,
,,,,,,326,32275,"Hall, Brian D.",33.3%,33.3%,,,11.1%,11.1%,5.6%,5.6%,,,,,,,,,,,,,,,,
,,,,,,327,32276,"Obradovich, Alyssa",45.0%,5.0%,25.0%,,,,5.0%,5.0%,,,,,,,15.0%,,,,,,,,,
,,,,,,328,32277,"Boersma, Cari A.",55.6%,16.7%,,,5.6%,,5.6%,,5.6%,5.6%,,,5.6%,,,,,,,,,,,
,,,,,,329,32535,"Kaufman, Sara V.",11.1%,22.2%,,,22.2%,,27.8%,,,,,,5.6%,,5.6%,,,,,,,,5.6%,
,,,,,,330,32580,"Green, Kara",27.8%,22.2%,,,11.1%,5.6%,5.6%,,,11.1%,,,,,11.1%,,,,,,,,5.6%,
,,,,,,331,32911,"Bowling, Roy N.",33.3%,40.0%,,,6.7%,6.7%,6.7%,,,6.7%,,,,,,,,,,,,,,
,,22400,Com Global Workplace,202230,Summer 2022,010,31181,"Lee, Seungyoon",8.3%,25.0%,8.3%,,16.7%,,25.0%,,,16.7%,,,,,,,,,,,,,,
,,25000,Mass Commun & Society,202230,Summer 2022,003,14327,"Smith, Courteney L.",18.2%,27.3%,18.2%,,18.2%,,9.1%,,9.1%,,,,,,,,,,,,,,,
,,25100,"Comm, Info, And Society",202230,Summer 2022,001,29067,"Taylor, Elise P.",80.0%,,,,5.0%,,,10.0%,,,,,,,5.0%,,,,,,,,,
,,,,,,002,32262,"Jackson, Diane L.",11.1%,44.4%,,,5.6%,5.6%,11.1%,5.6%,,,,,,,,,,,,,,,16.7%,
,,25300,Intro To Public Rels,202230,Summer 2022,001,11105,"Zulli, Diana G.",31.6%,31.6%,,,5.3%,5.3%,21.1%,,,,,,,,,,,,,,,,5.3%,
,,25600,Intro To Advertising,202230,Summer 2022,001,25704,"Ju, Ilwoo",15.8%,26.3%,10.5%,,,10.5%,15.8%,,5.3%,5.3%,,10.5%,,,,,,,,,,,,
,,30300,Intercultural Communic,202230,Summer 2022,001,29069,"Labadorf, Elizabeth A.",20.0%,13.3%,,,40.0%,6.7%,6.7%,,6.7%,6.7%,,,,,,,,,,,,,,
,,30400,Quant Methods Com Res,202230,Summer 2022,101,11361,"Sparks, Glenn G.",33.3%,,,,16.7%,12.5%,4.2%,33.3%,,,,,,,,,,,,,,,,
,,31800,Prin Of Persuasion,202230,Summer 2022,202,28955,"Reimer, Torsten O.",50.0%,18.2%,18.2%,,4.5%,,4.5%,,,,,,,,,,,,,,,,4.5%,
,,,,,,203,28956,"Song, Hwanseok",12.0%,4.0%,32.0%,,16.0%,4.0%,20.0%,,4.0%,4.0%,,,,,4.0%,,,,,,,,,
,,,,,,204,32279,"Oh, Jeonghyun",30.4%,17.4%,13.0%,,17.4%,,4.3%,4.3%,,4.3%,,,,,4.3%,,,,,,,,4.3%,
,,32000,Small Group Communication,202230,Summer 2022,001,29072,"Shah, Ajay A.",12.0%,16.0%,4.0%,,16.0%,16.0%,24.0%,4.0%,,,,,,,4.0%,,,,,,,,4.0%,
,,,,,,002,29073,"Kamal, Daniel",40.0%,40.0%,,,,,8.0%,8.0%,,,,,,,4.0%,,,,,,,,,
,,32400,Intro To Organzal Com,202230,Summer 2022,001,29074,"Gerdes, Kayla J.",40.0%,10.0%,5.0%,,10.0%,,15.0%,5.0%,5.0%,5.0%,,,,,,,,,,,,,5.0%,
,,32500,Interview Princ Prac,202230,Summer 2022,001,29075,"Reynolds, Gina S.",59.1%,,,,36.4%,,,,,,4.5%,,,,,,,,,,,,,
,,,,,,002,32280,"Levine, Naomi T.",95.8%,,,,4.2%,,,,,,,,,,,,,,,,,,,
,,49505,Sports Communication,202230,Summer 2022,001,29914,"Boyd, Joshua E.",58.3%,,,,8.3%,,8.3%,8.3%,,,,,8.3%,,8.3%,,,,,,,,,
,,49700,Intro To Screenwriting,202230,Summer 2022,001,11064,"Deaztlan, Tonantzin",45.5%,,27.3%,,9.1%,,9.1%,9.1%,,,,,,,,,,,,,,,,
CS,CS-Computer Sciences,15900,C Programming,202230,Summer 2022,LE1,28820,"Crum, William N.",17.2%,10.3%,6.9%,,27.6%,6.9%,3.4%,17.2%,,,3.4%,,,,,,,3.4%,,,,,3.4%,
,,,,,,Y01,13247,"Liu, Xiaojin",23.1%,,2.6%,,20.5%,,5.1%,33.3%,,2.6%,5.1%,,,,5.1%,2.6%,,,,,,,,
,,,,,,Y02,31656,"Crum, William N.",35.0%,5.0%,2.5%,,17.5%,2.5%,2.5%,20.0%,,5.0%,7.5%,,,,2.5%,,,,,,,,,
,,,,,,Y03,31675,"Crowe, Marta A.",22.5%,,7.5%,,35.0%,2.5%,2.5%,12.5%,2.5%,,5.0%,,,,5.0%,,,,,,,,5.0%,
,,,,,,Y04,32901,"Liu, Xiaojin",10.3%,,,,30.8%,2.6%,,35.9%,5.1%,5.1%,7.7%,,,,2.6%,,,,,,,,,
,,17700,Progrmng With MM Objs,202230,Summer 2022,LE1,28876,"Tahboub, Ruby Y.",7.7%,38.5%,15.4%,,7.7%,7.7%,7.7%,7.7%,,,,,,,7.7%,,,,,,,,,
,,,,,,Y01,31310,"Tahboub, Ruby Y.",27.5%,12.5%,2.5%,,10.0%,10.0%,10.0%,2.5%,2.5%,2.5%,,2.5%,5.0%,,7.5%,,,,,,,,5.0%,
,,18000,Prob Solving & O-O Programming,202230,Summer 2022,LE1,31021,"Dunsmore, Hubert E.",36.2%,4.3%,1.4%,,18.8%,5.8%,4.3%,10.1%,,4.3%,1.4%,,,,10.1%,,,,,,,,2.9%,
,,18200,Foundations Of Comp Sc,202230,Summer 2022,LE1,28883,"Bejarano Posada, Andres M.",17.9%,10.7%,1.8%,,8.9%,3.6%,17.9%,10.7%,,12.5%,3.6%,,,,10.7%,,,,,,,,1.8%,
,,18300,Professional Practice I,202230,Summer 2022,PP1,15722,"Obrien, Lori J.",,,,,,,,,,,,,,,,,,,,84.6%,15.4%,,,
,,18400,Professional Practice II,202230,Summer 2022,PP2,15723,"Obrien, Lori J.",,,,,,,,,,,,,,,,,,,,82.4%,17.6%,,,
,,23500,Intro Organizatnl Comp,202230,Summer 2022,Y01,31031,"Crowe, Marta A.",50.0%,,12.5%,,16.7%,,,,,4.2%,,,,,4.2%,,,,,,,,12.5%,
,,24000,Programming In C,202230,Summer 2022,LE1,24240,"Park, Kihong",17.6%,9.8%,15.7%,,9.8%,,7.8%,7.8%,5.9%,9.8%,3.9%,5.9%,3.9%,,,,,,,,,,2.0%,
,,25000,Computer Architecture,202230,Summer 2022,LE1,24243,"Rodriguez-Rivera, Gustavo",17.9%,28.6%,10.7%,,10.7%,14.3%,3.6%,,,,,,,,14.3%,,,,,,,,,
,,25100,Data Structures And Algorithms,202230,Summer 2022,LE1,28888,"Bejarano Posada, Andres M.",24.1%,5.6%,1.9%,5.6%,13.0%,5.6%,13.0%,7.4%,,3.7%,5.6%,,,,13.0%,,,,,,,,1.9%,
,,25200,Systems Programming,202230,Summer 2022,LE1,25752,"Rodriguez-Rivera, Gustavo",21.3%,19.1%,14.9%,2.1%,17.0%,8.5%,8.5%,2.1%,,2.1%,4.3%,,,,,,,,,,,,,
,,50023,Data Engineering I,202230,Summer 2022,DE1,28815,"Benotman, Hisham R.",16.7%,8.3%,54.2%,8.3%,,,,,,4.2%,,,,,,,,,,,,,8.3%,
,,50024,Data Engineering II,202230,Summer 2022,DE2,28816,"Benotman, Hisham R.",11.8%,5.9%,47.1%,5.9%,,,5.9%,,,5.9%,,,,,,,,,,,,,17.6%,
,,59799,Graduate Professional Practice,202230,Summer 2022,011,13657,"Delaware, Benjamin J.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
,,69900,Research PhD Thesis,202230,Summer 2022,005,10703,"Zhang, Xiangyu",,,,,,,,,,,,,,,,,,,,93.3%,,,6.7%,
CSR,CSR-Consumer Science,10300,Intro To Personal Finance,202230,Summer 2022,001,10914,"Runyan, Rodney C.",3.4%,17.2%,10.3%,,6.9%,13.8%,24.1%,6.9%,,3.4%,6.9%,,,,,,,3.4%,,,,,3.4%,
,,,,,,002,10986,"Evans, David A.",57.1%,,,,19.0%,,,19.0%,,,,,,,2.4%,,,,,,,,2.4%,
,,,,,,003,31241,"Evans, David A.",70.3%,,,,8.1%,,,13.5%,,,5.4%,,,,2.7%,,,,,,,,,
,,30000,Field Exp In Ret Mgmt,202230,Summer 2022,001,11448,"Zhang, Tongxiao",88.9%,,,,,,,5.6%,,,,,,,,5.6%,,,,,,,,
,,30700,Field Exp In SSM,202230,Summer 2022,001,11450,"Zhang, Tongxiao",85.7%,,,,2.4%,,,1.2%,,,,,,,4.8%,4.8%,,,,,,,1.2%,
,,31500,Relationship Selling,202230,Summer 2022,001,11061,"Dale, Anita K.",27.3%,,,,36.4%,9.1%,,9.1%,,,,,,,9.1%,,,,,,,,9.1%,
,,33100,Consumer Behavior,202230,Summer 2022,001,22291,"Lawry, Charles A.",25.0%,18.8%,,,37.5%,6.3%,6.3%,,,,,,,,6.3%,,,,,,,,,
,,34200,Personal Finance,202230,Summer 2022,001,14357,"Evans, David A.",87.3%,,,,9.5%,,,3.2%,,,,,,,,,,,,,,,,
,,,,,,002,31407,"Heo, Wookjae",8.1%,,83.8%,,1.4%,,1.4%,,,1.4%,,,,,2.7%,,,,,,,,1.4%,
,,34400,Fundamentals Of Negotiations,202230,Summer 2022,001,29747,"Chan, Eugene Y.",,5.6%,,,33.3%,11.1%,16.7%,,5.6%,27.8%,,,,,,,,,,,,,,
,,48000,FCP Internship,202230,Summer 2022,001,11462,"Evans, David A.",89.3%,,,,,,,,,,,,,,,,,,,,,,10.7%,
EAPS,EAPS-Earth Atmos Planetary Sci,10000,Planet Earth,202230,Summer 2022,Y01,20804,"Ickert, Ryan B.",30.8%,16.7%,29.5%,,5.1%,1.3%,11.5%,,1.3%,,,,2.6%,,,,,,,,,,1.3%,
,,10400,Oceanography,202230,Summer 2022,001,12983,"Nelson, Jennifer A.",30.8%,3.8%,38.5%,,7.7%,,3.8%,7.7%,,,3.8%,,,,3.8%,,,,,,,,,
,,10500,The Planets,202230,Summer 2022,002,29200,"Freed, Andrew M.",37.3%,12.7%,32.1%,,6.0%,1.5%,6.0%,0.7%,,1.5%,,,,,,,,,,,,,2.2%,
,,,,,,003,29950,"Freed, Andrew M.",16.0%,8.0%,44.0%,,12.0%,,8.0%,4.0%,,,,,,,8.0%,,,,,,,,,
,,10600,Geosciences Cinema,202230,Summer 2022,002,29201,"Freed, Andrew M.",29.3%,2.7%,58.5%,,2.7%,0.7%,3.4%,0.7%,,1.4%,,,,,,,,,,,,,0.7%,
,,,Geosciences Cinema-Honors,202230,Summer 2022,002,29201,"Freed, Andrew M.",,,100.0%,,,,,,,,,,,,,,,,,,,,,
,,11100,Physical Geology,202230,Summer 2022,001,11473,"Nelson, Jennifer A.",48.6%,2.9%,17.1%,,5.7%,,11.4%,,,5.7%,,,,,5.7%,,,,,,,,2.9%,
,,11600,Earthquakes Volcanoes,202230,Summer 2022,001,14270,"Haq, Saad S.",38.5%,7.7%,23.1%,,15.4%,7.7%,3.8%,,,3.8%,,,,,,,,,,,,,,
,,12000,Intro To Geography,202230,Summer 2022,002,11084,"Zhuang, Qianlai",5.9%,17.6%,70.6%,,,,,,,2.9%,,,,,2.9%,,,,,,,,,
,,32700,"Climate, Science & Society",202230,Summer 2022,001,29212,"Orton, Andrea E.",2.0%,,86.3%,,2.0%,,2.0%,,,,,,,,2.0%,,,,,,,,5.9%,
,,37500,"Fossil Fuels, Energy & Society",202230,Summer 2022,002,29228,"Ballotti, Dean M.",67.5%,5.0%,,,7.5%,,5.0%,5.0%,,5.0%,,,,,5.0%,,,,,,,,,
,,,,,,003,29230,"Ballotti, Dean M.",94.5%,3.6%,,,,,1.8%,,,,,,,,,,,,,,,,,
ECE,ECE-Electrical & Computer Engr,20001,Electrical Engr Fundamentals I,202230,Summer 2022,001,12294,"Saha, Tridib K.",12.5%,,5.5%,,7.8%,,4.7%,14.8%,,25.0%,3.9%,,10.9%,,9.4%,,,,,,,,5.5%,
,,20002,Elect Engr Fundamental II,202230,Summer 2022,002,12559,"Hayashi, Michael R.",10.7%,9.1%,7.4%,,14.0%,9.1%,14.0%,9.9%,3.3%,9.1%,4.1%,0.8%,,,5.8%,,,,,,,,2.5%,
,,20007,Elec Engr Fundamentals I Lab,202230,Summer 2022,001,12380,"Manning, Benjamin T.",12.8%,8.5%,23.4%,,6.4%,12.8%,2.1%,,,4.3%,,2.1%,2.1%,,10.6%,,,,,,,,14.9%,
,,20008,Elec Engr Fundamentals II Lab,202230,Summer 2022,001,29046,"Beasley, Ryan M.",28.6%,,,,7.1%,,14.3%,7.1%,,7.1%,,,7.1%,,14.3%,,,,,,,,14.3%,
,,20875,Python For Data Science,202230,Summer 2022,WNG,14476,"Cruz, Laura M.",17.5%,14.0%,17.5%,1.8%,10.5%,10.5%,15.8%,1.8%,1.8%,5.3%,1.8%,,1.8%,,,,,,,,,,,
,,26400,Advanced C Programming,202230,Summer 2022,WNG,14473,"Burnett, David J.",30.0%,2.5%,10.0%,,5.0%,1.3%,8.8%,8.8%,1.3%,5.0%,3.8%,3.8%,3.8%,,13.8%,,,,,,,,1.3%,1.3%
,,27000,Intro Digitl Sys Desgn,202230,Summer 2022,001,32047,"Walter, Phillip B.",12.0%,16.0%,8.0%,,8.0%,8.0%,4.0%,10.0%,,6.0%,8.0%,2.0%,2.0%,,10.0%,,,,,,,,4.0%,2.0%
,,29299,Prof Practice Extensive II,202230,Summer 2022,001,19422,"Seadeek, Jamie L.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
,,30100,Signals And Systems,202230,Summer 2022,WNG,14474,"He, Jiangpeng",8.9%,12.2%,8.9%,,21.1%,8.9%,11.1%,3.3%,4.4%,6.7%,8.9%,,,,3.3%,,,,,,,,2.2%,
,,30200,Probabilistic Methods,202230,Summer 2022,WN1,14503,"Fitzgerald, Bradley J.",9.3%,12.0%,2.7%,,17.3%,12.0%,10.7%,9.3%,4.0%,8.0%,4.0%,2.7%,2.7%,,4.0%,,,,,,,,1.3%,
,,30411,Electromagnetics I,202230,Summer 2022,001,15409,"Melloch, Michael R.",23.8%,,14.3%,,14.3%,,4.8%,14.3%,4.8%,9.5%,4.8%,,,,,,,,,,,,9.5%,
,,32100,Electromech Motion Dev,202230,Summer 2022,001,32151,"Al-Othman, Maryam A.",50.0%,,,,35.7%,,,14.3%,,,,,,,,,,,,,,,,
,,36800,Data Structures,202230,Summer 2022,WNG,14479,"Sundararajah, Kirshanthan",57.4%,4.4%,,,2.9%,5.9%,5.9%,2.9%,2.9%,,1.5%,,,,7.4%,,,1.5%,,,,,7.4%,
,,38299,Prof Practice Co-Op II,202230,Summer 2022,001,19426,"Seadeek, Jamie L.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
,,47000,Curriculr Pract Train,202230,Summer 2022,001,11512,"Seadeek, Jamie L.",,,,,,,,,,,,,,,,,,,,97.9%,2.1%,,,
,,50631,Fundamentals Of Current Flow,202230,Summer 2022,OL3,32220,"Datta, Supriyo",68.4%,,,,15.8%,,,5.3%,,,,,,,,,,,,,,,10.5%,
,,50632,Intro To Quantum Transport,202230,Summer 2022,OL4,32219,"Datta, Supriyo",75.0%,,,,6.3%,,,6.3%,,,6.3%,,,,,,,,,,,,6.3%,
,,50633,Boltzmann Law,202230,Summer 2022,OL2,32218,"Datta, Supriyo",9.1%,,63.6%,,,,9.1%,,,,9.1%,,,,9.1%,,,,,,,,,
,,69300,Adv Intern Project,202230,Summer 2022,163,32268,"Raghunathan, Anand",100.0%,,,,,,,,,,,,,,,,,,,,,,,
,,69900,Research PhD Thesis,202230,Summer 2022,101,23564,"Roy, Kaushik",,,,,,,,,,,,,,,,,,,,100.0%,,,,
,,,,,,104,23613,"Sen, Shreyas",,,,,,,,,,,,,,,,,,,,100.0%,,,,
ECET,ECET-Electrical&Comp Engr Tech,30201,Intro To Industrial Controls,202230,Summer 2022,002,10730,"Richardson, Jeffrey J.",45.5%,9.1%,,,,,18.2%,18.2%,,,,,,,,,,,,,,,9.1%,
,,35901,Computer Data Acquisition Appl,202230,Summer 2022,003,29707,"Huston, Davin H.",75.0%,,,,,,,,,,,,,,8.3%,,,,,,,,16.7%,
ECON,ECON-Economics,21000,Prin Of Economics,202230,Summer 2022,010,32428,"Van Kammen, Benjamin J.",18.8%,7.8%,,,28.1%,6.3%,1.6%,10.9%,,1.6%,4.7%,,,,10.9%,,,,,,,,9.4%,
,,,,,,012,32475,"Van Kammen, Benjamin J.",15.2%,15.2%,,,37.0%,4.3%,13.0%,2.2%,,,4.3%,,,,4.3%,,,,,,,,4.3%,
,,25100,Microeconomics,202230,Summer 2022,Y01,10925,"Blanchard, Kelly H.",34.9%,16.3%,5.8%,,12.8%,2.3%,14.0%,5.8%,1.2%,2.3%,1.2%,,,,,,,,,,,,3.5%,
,,,,,,Y02,10926,"Blanchard, Kelly H.",19.5%,12.6%,3.4%,,23.0%,4.6%,17.2%,8.0%,,3.4%,2.3%,,,,1.1%,1.1%,,,,,,,3.4%,
,,,,,,Y03,12245,"Blanchard, Kelly H.",19.2%,17.2%,3.0%,,13.1%,6.1%,14.1%,4.0%,3.0%,7.1%,2.0%,,5.1%,1.0%,3.0%,,,,,,,,2.0%,
,,,,,,Y04,10681,"Blanchard, Kelly H.",14.0%,15.1%,3.2%,,17.2%,4.3%,17.2%,4.3%,7.5%,5.4%,5.4%,,,1.1%,2.2%,,,,,,,,3.2%,
,,25200,Macroeconomics,202230,Summer 2022,Y01,25718,"Vargas, Andres J.",14.6%,9.8%,3.7%,,23.2%,8.5%,8.5%,9.8%,4.9%,6.1%,3.7%,,1.2%,,1.2%,,1.2%,,,,,,3.7%,
,,,,,,Y02,12691,"Marchal, Alexander J.",16.9%,8.5%,,,15.5%,2.8%,8.5%,18.3%,1.4%,7.0%,14.1%,1.4%,1.4%,,,,,,,,,,4.2%,
,,,,,,Y03,14436,"Vargas, Andres J.",11.5%,9.8%,1.6%,,21.3%,3.3%,8.2%,9.8%,3.3%,11.5%,3.3%,,3.3%,,4.9%,,,,,,,,8.2%,
,,34000,Intrm Microecon Thry,202230,Summer 2022,Y01,10932,"Van Kammen, Benjamin J.",35.7%,7.1%,,,10.7%,3.6%,17.9%,3.6%,,,,3.6%,3.6%,,3.6%,,,,,,,,10.7%,
,,35200,Intermed Macroecon,202230,Summer 2022,Y01,10934,"Gallen, Trevor S.",34.2%,7.9%,,,21.1%,13.2%,7.9%,2.6%,2.6%,,,,,,,,,,,,,,10.5%,
,,36000,Econometrics,202230,Summer 2022,001,31128,"Kebede, Daniel G.",12.5%,25.0%,,,25.0%,,12.5%,,,6.3%,,,,,,6.3%,,,,,,,12.5%,
,,36200,Health Economics,202230,Summer 2022,Y01,12664,"Moore, Timothy J.",17.2%,17.2%,,,13.8%,3.4%,20.7%,6.9%,,3.4%,,,3.4%,,6.9%,,,,,,,,6.9%,
,,36700,Law And Economics,202230,Summer 2022,Y01,10937,"Fisher, Clifford D.",19.0%,,,,38.1%,4.8%,4.8%,9.5%,,4.8%,14.3%,,,,,,,,,,,,4.8%,
,,38500,Labor Economics,202230,Summer 2022,Y01,29227,"Sarzosa, Miguel A.",,6.9%,6.9%,,10.3%,3.4%,10.3%,10.3%,6.9%,6.9%,6.9%,,3.4%,,10.3%,,,,,,,,17.2%,
,,45100,Game Theory,202230,Summer 2022,Y01,14427,"Brindley, Jacob A.",17.8%,11.1%,22.2%,2.2%,17.8%,4.4%,4.4%,,,6.7%,4.4%,,2.2%,,6.7%,,,,,,,,,
,,57300,Financial Econometrics,202230,Summer 2022,001,31746,"Bao, Yong",19.0%,38.1%,11.9%,,7.1%,2.4%,19.0%,,,2.4%,,,,,,,,,,,,,,
EDCI,EDCI-Educ-Curric & Instruction,21510,Lang & Lit Foundations,202230,Summer 2022,001,31230,"Boes, Nancy A.",7.1%,28.6%,7.1%,,7.1%,7.1%,14.3%,7.1%,7.1%,7.1%,,,,,,,,,,,,,7.1%,
,,27000,Intro Ed Tech,202230,Summer 2022,001,25640,"Zhang, Zhuo",57.9%,15.8%,,,15.8%,5.3%,,,,,,,,,5.3%,,,,,,,,,
,,61500,Qual Res Meth In Educ,202230,Summer 2022,001,11704,"Dolby, Nadine E.",64.3%,7.1%,28.6%,,,,,,,,,,,,,,,,,,,,,
,,,,,,002,31150,"Zywicki, Stephanie M.",100.0%,,,,,,,,,,,,,,,,,,,,,,,
,,62100,Tech For Qual Research,202230,Summer 2022,001,12863,"Wright, Wayne E.",4.8%,,95.2%,,,,,,,,,,,,,,,,,,,,,
EDPS,EDPS-Educ-Ed'l and Psy Studies,10101,Intro To Learning Sciences,202230,Summer 2022,002,29813,"Gipson, John A.",85.7%,4.8%,,,,,,4.8%,,,,,,,4.8%,,,,,,,,,
,,21100,Law Policy Ethical Guidelines,202230,Summer 2022,003,32427,"Whitford, Denise K.",55.0%,25.0%,,,,,15.0%,,,,,,,,,,,,,,,,5.0%,
,,31500,Collab Leader: Interpersonal,202230,Summer 2022,001,10340,"May, Katharine A.",18.2%,4.5%,77.3%,,,,,,,,,,,,,,,,,,,,,
,,,,,,005,28897,"Bowen, Jessica R.",8.0%,24.0%,40.0%,,,,4.0%,,4.0%,,,,,,8.0%,,,4.0%,,,,,8.0%,
,,,,,,006,30195,"Hoxsey, Abigail M.",21.7%,13.0%,56.5%,,,4.3%,,,,4.3%,,,,,,,,,,,,,,
,,,,,,008,30381,"Casebeer, Elizabeth C.",75.0%,8.3%,,,4.2%,,8.3%,,,,,,,,,,,,,,,,4.2%,
,,,,,,009,32414,"Contreras, Stephanie A.",40.0%,10.0%,20.0%,,,,15.0%,,,,,,,,5.0%,,,,,,,,10.0%,
,,36201,Positive Behavioral Supports,202230,Summer 2022,001,31216,"Smith, Jennifer E.",27.3%,4.5%,50.0%,,,9.1%,4.5%,,,,,,,,4.5%,,,,,,,,,
,,53100,Introduction To Measurement,202230,Summer 2022,001,28848,"Traynor, Anne",6.7%,6.7%,53.3%,,6.7%,,6.7%,6.7%,,,,,,,6.7%,,,,,,,,6.7%,
,,55600,Quantitative Data Analysis I,202230,Summer 2022,002,27254,"Gipson, John A.",57.1%,35.7%,,,,,,,,,,,,,,,,,,,,,7.1%,
,,,,,,005,14467,"Gipson, John A.",60.0%,33.3%,,,,,6.7%,,,,,,,,,,,,,,,,,
,,60700,Mixed Methods Res Designs &App,202230,Summer 2022,002,31213,"Olenchak, F R.",35.7%,7.1%,39.3%,,,,,,,,,,,,,17.9%,,,,,,,,
EDST,EDST-Ed Leadrship&Cultrl Fnd,20010,Educational Policies And Laws,202230,Summer 2022,001,31065,"Rienstra-Kiracofe, Christine S.",37.8%,10.8%,8.1%,,13.5%,,,8.1%,,,,2.7%,,,10.8%,,,,,,,,8.1%,
ENGL,ENGL-English,10600,First-Year Composition,202230,Summer 2022,046,30494,"Brewer, Joshua A.",53.3%,6.7%,13.3%,,6.7%,,,6.7%,,6.7%,,,,,6.7%,,,,,,,,,
,,,,,,047,30495,"Hughes, Jennifer J.",64.3%,,,,28.6%,,,7.1%,,,,,,,,,,,,,,,,
,,,,,,049,30514,"Rosell, Carla B.",6.7%,33.3%,,,20.0%,6.7%,20.0%,,,,,,,,6.7%,,,,,,,,6.7%,
,,,,,,050,30515,"Rosell, Carla B.",20.0%,13.3%,,,6.7%,13.3%,13.3%,,6.7%,13.3%,,,,,13.3%,,,,,,,,,
,,,,,,Y01,11037,"Johnson, Michael D.",17.6%,29.4%,,,17.6%,17.6%,11.8%,,,,,,,,,,,,,,,,5.9%,
,,,,,,Y02,11038,"Hall, Kailyn S.",31.6%,15.8%,,,21.1%,5.3%,21.1%,,5.3%,,,,,,,,,,,,,,,
,,,,,,Y03,11039,"Yerace, Marisa E.",15.0%,10.0%,40.0%,,5.0%,,,,,,,,,,30.0%,,,,,,,,,
,,,,,,Y04,13166,"Wolfe, Monica C.",15.8%,,52.6%,,10.5%,,10.5%,5.3%,,,,,,,,,,,,,,,5.3%,
,,,,,,Y05,13324,"Deptula, Adrianna M.",36.8%,15.8%,31.6%,,10.5%,,5.3%,,,,,,,,,,,,,,,,,
,,,,,,Y06,13435,"Bergman, Rochel S.",15.8%,15.8%,15.8%,,15.8%,,10.5%,,5.3%,10.5%,,,,,,,,,,,,,10.5%,
,,,,,,Y07,13954,"Beck, Robert S.",23.5%,23.5%,,,11.8%,11.8%,11.8%,,5.9%,,,,,,11.8%,,,,,,,,,
,,,,,,Y08,14096,"Akinwale, Toluwalase P.",17.6%,47.1%,5.9%,,5.9%,11.8%,5.9%,,,5.9%,,,,,,,,,,,,,,
,,,,,,Y09,14203,"Bryans, Marisa J.",55.0%,15.0%,15.0%,,5.0%,,5.0%,,,,,,,,5.0%,,,,,,,,,
,,,,,,Y10,14253,"Berchtold, Jessica E.",47.4%,5.3%,,,10.5%,10.5%,10.5%,5.3%,,10.5%,,,,,,,,,,,,,,
,,,,,,Y11,32547,"Krumrie, Cody W.",57.9%,,,,15.8%,5.3%,5.3%,,,,5.3%,,,,5.3%,,,,,,,,5.3%,
,,,,,,YI1,14513,"Truman, Erik K.",83.3%,8.3%,,,,,,,,,,,,,8.3%,,,,,,,,,
,,,,,,YI2,14753,"Wang, Qian",9.1%,27.3%,36.4%,,,,9.1%,,,,,,9.1%,,9.1%,,,,,,,,,
