,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,YI3,32271,"Parkison, Shawn R.",9.1%,9.1%,9.1%,,18.2%,18.2%,18.2%,,,9.1%,,,,,9.1%,,,,,,,,,
,,20500,Intro Creative Writing,202230,Summer 2022,Y01,22389,"Epps, Cassius R.",,6.3%,75.0%,,18.8%,,,,,,,,,,,,,,,,,,,
,,,,,,Y02,22390,"DePanise, Emma K.",6.3%,6.3%,62.5%,,6.3%,6.3%,,6.3%,,,,,,,6.3%,,,,,,,,,
,,23800,Intro To Fiction,202230,Summer 2022,001,11173,"David, Marlo D.",30.0%,5.0%,35.0%,,5.0%,5.0%,5.0%,,,5.0%,,,,,10.0%,,,,,,,,,
,,,,,,002,32018,"Morgenstern, Matthew R.",38.5%,7.7%,,,7.7%,7.7%,30.8%,,,,,,,,,,,,,,,,7.7%,
,,,,,,003,32019,"Anderson, Alexandra M.",30.8%,15.4%,23.1%,,,,23.1%,,,,,,,,7.7%,,,,,,,,,
,,,,,,Y03,11104,"Kim, Na Rim",23.5%,5.9%,41.2%,,,11.8%,11.8%,5.9%,,,,,,,,,,,,,,,,
,,28600,The Movies,202230,Summer 2022,Y01,10446,"Abad, Jason M.",21.7%,26.1%,,,13.0%,8.7%,13.0%,,,8.7%,,,,,4.3%,,,,,,,,4.3%,
,,31600,Craft Of Fiction,202230,Summer 2022,001,29876,"Gray, Casey M.",57.1%,21.4%,14.3%,,,,7.1%,,,,,,,,,,,,,,,,,
,,33000,Games And Diversity,202230,Summer 2022,Y01,11063,"Blackmon, Samantha",88.9%,,,,11.1%,,,,,,,,,,,,,,,,,,,
,,36000,Gender And Literature,202230,Summer 2022,002,32910,"Pearson, Emily M.",36.4%,18.2%,18.2%,,9.1%,,9.1%,,,,,,,,,,,,,,,,9.1%,
,,42000,Business Writing,202230,Summer 2022,002,32022,"Ricks, Antony N.",,25.0%,25.0%,,8.3%,,16.7%,,,,,,,,8.3%,,,,,,,,16.7%,
,,,,,,E01,32272,"Defrench, Melissa K.",9.1%,9.1%,63.6%,,,,18.2%,,,,,,,,,,,,,,,,,
,,,,,,Y01,11820,"Ghafoor, Maryam A.",36.8%,21.1%,15.8%,,5.3%,,5.3%,,,10.5%,,,,,,,,,,,,,5.3%,
,,,,,,Y02,11821,"Ghafoor, Maryam A.",55.0%,15.0%,25.0%,,5.0%,,,,,,,,,,,,,,,,,,,
,,,,,,Y03,11822,"Ricks, Antony N.",18.8%,,18.8%,,6.3%,12.5%,6.3%,,6.3%,,,,,,12.5%,,,,,,,,18.8%,
,,,,,,Y04,22388,"Chen, Jianfen",25.0%,,45.0%,,5.0%,,5.0%,,,,,,,,5.0%,,,5.0%,,,,,10.0%,
,,,,,,Y05,23772,"Tompkins, John C.",75.0%,,,,5.0%,,,,,,10.0%,,,,10.0%,,,,,,,,,
,,,,,,Y06,11085,"Tompkins, John C.",85.0%,,,,10.0%,,,,,,,,,,5.0%,,,,,,,,,
,,,,,,Y07,25620,"Wegener, Susan E.",5.0%,5.0%,70.0%,,,,10.0%,,5.0%,,,,,,5.0%,,,,,,,,,
,,,,,,Y08,11087,"Wegener, Susan E.",5.0%,,80.0%,,,,,,,5.0%,,,5.0%,,5.0%,,,,,,,,,
,,,,,,Y09,29047,"Milliren, Kaden C.",75.0%,15.0%,,,,5.0%,5.0%,,,,,,,,,,,,,,,,,
,,,,,,Y13,14506,"Lark, Jolene B.",10.0%,10.0%,65.0%,,5.0%,,,,,,5.0%,,,,,,,,,,,,5.0%,
,,,,,,Y14,28949,"Nestor Babcock, Sarah",35.0%,35.0%,,,10.0%,,10.0%,,,,,,,,,,,,,,,,10.0%,
,,,,,,Y15,28950,"Jendrzey, Elizabeth A.",23.5%,,64.7%,,,5.9%,5.9%,,,,,,,,,,,,,,,,,
,,,Business Writing-Honors,202230,Summer 2022,E01,32272,"Defrench, Melissa K.",,,100.0%,,,,,,,,,,,,,,,,,,,,,
,,42100,Technical Writing,202230,Summer 2022,010,31202,"Caddell, Alison M.",,,100.0%,,,,,,,,,,,,,,,,,,,,,
,,,,,,Y01,11830,"Bailey, Rachael D.",12.5%,12.5%,,,6.3%,12.5%,18.8%,,12.5%,12.5%,,,6.3%,,,,,,,,,,6.3%,
,,,,,,Y02,11832,"Bailey, Rachael D.",5.6%,16.7%,,,33.3%,11.1%,5.6%,5.6%,5.6%,,5.6%,,5.6%,,,,,,,,,,,5.6%
,,,,,,Y03,20842,"Clark, Tracy L.",5.3%,10.5%,15.8%,,21.1%,5.3%,26.3%,,,,,,,,5.3%,,,5.3%,,,,,5.3%,
,,,,,,Y04,16335,"Clark, Tracy L.",5.9%,17.6%,,,,23.5%,23.5%,,,,,,,,17.6%,,,,,,,,11.8%,
,,,,,,Y05,22391,"Weech, Shelton M.",20.0%,35.0%,,,10.0%,5.0%,20.0%,,,5.0%,,,,,5.0%,,,,,,,,,
,,,,,,Y15,14507,"Baker, Holly T.",50.0%,5.6%,11.1%,,,5.6%,,5.6%,,5.6%,,,,,5.6%,,,,,,,,11.1%,
,,,,,,Y16,28952,"Baker, Holly T.",27.8%,16.7%,16.7%,,22.2%,5.6%,5.6%,,,,,,,,5.6%,,,,,,,,,
ENGR,ENGR-Engineering,13100,Trans Ideas To Innovation I,202230,Summer 2022,001,25678,"Mcfall, Gary T.",59.1%,25.0%,,,2.3%,4.5%,9.1%,,,,,,,,,,,,,,,,,
,,,,,,003,29814,"Tan, Li",39.4%,36.4%,,,3.0%,6.1%,9.1%,,,,,,,,,,,,,,,,6.1%,
,,13200,Trans Ideas To Innovation II,202230,Summer 2022,002,29524,"Wible, Kathleen J.",24.2%,25.3%,,,9.9%,5.5%,20.9%,3.3%,1.1%,4.4%,2.2%,,,,2.2%,,,,,,,,1.1%,
,,19500,Intro To Engr Disciplines,202230,Summer 2022,002,27289,"Aguilar, Jeannete G.",97.5%,,,,,,,,,,,,,,,,,,,,,,2.5%,
,,,Multicult Intro To Eng (MITE),202230,Summer 2022,005,32238,"Parker, Heidi E.",,,,,,,,,,,,,,,,,7.1%,92.9%,,,,,,
,,,PREFACE,202230,Summer 2022,004,32237,"Parker, Heidi E.",,,,,,,,,,,,,,,,,2.9%,97.1%,,,,,,
,,39799,GEARE Domestic Internship,202230,Summer 2022,001,24740,"Montalvo, Francisco J.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
,,69199,Pro Prac Grad Co-Op I,202230,Summer 2022,001,24742,"Strickland, Jennifer N.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
,,,,,,002,10980,"Vandevoorde, Eric A.",,,,,,,,,,,,,,,,,,,,96.9%,,,3.1%,
,,69299,Pro Prac Grad Co-Op II,202230,Summer 2022,002,10981,"Vandevoorde, Eric A.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
,,69699,Pro Prac Grad Intern,202230,Summer 2022,001,11067,"Strickland, Jennifer N.",,,,,,,,,,,,,,,,,,,,95.6%,2.2%,,2.2%,
ENTR,ENTR-Entrepreneurship,20000,Intro Entr & Innov,202230,Summer 2022,002,14412,"Reiff, Mark A.",15.4%,7.7%,69.2%,,,,3.8%,,,,,,,,,,,,,,,,3.8%,
,,,,,,003,15189,"Lutz, Dora L.",30.4%,8.7%,52.2%,,4.3%,,,,,,,,,,,,,,,,,,4.3%,
,,31000,Mktg Mgmt For New Ventures,202230,Summer 2022,002,14413,"Davis, Rick B.",54.5%,36.4%,,,4.5%,,4.5%,,,,,,,,,,,,,,,,,
,,,,,,003,15379,"Paden, Bob",22.7%,13.6%,36.4%,,,9.1%,9.1%,4.5%,,,4.5%,,,,,,,,,,,,,
,,39699,Interns For Indiana Experience,202230,Summer 2022,I01,29337,"Francis, Patrick M.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
,,46000,Internship And Career Prep,202230,Summer 2022,003,10460,"Leeker, Steven J.",10.3%,3.4%,79.3%,,,3.4%,,,,,,,,,,,,,,,,,3.4%,
FNR,FNR-Forestry&Natural Resources,12500,Environmental Scienc & Conserv,202230,Summer 2022,001,10129,"Dunning, John B.",19.0%,19.0%,9.5%,,4.8%,4.8%,19.0%,14.3%,,,4.8%,,,,4.8%,,,,,,,,,
,,37010,Natural Resources Practicum,202230,Summer 2022,001,28963,"Farlee, Lenny D.",28.4%,47.8%,7.5%,,4.5%,1.5%,9.0%,,,,1.5%,,,,,,,,,,,,,
,,37050,Forest Habitats & Comm Pract,202230,Summer 2022,001,28964,"Flaherty, Elizabeth A.",58.6%,13.8%,20.7%,,5.2%,,1.7%,,,,,,,,,,,,,,,,,
,,37100,Fish&Aquatic Practicum,202230,Summer 2022,001,28965,"Brown, Paul B.",53.8%,46.2%,,,,,,,,,,,,,,,,,,,,,,
,,37200,Forestry Practicum,202230,Summer 2022,001,28966,"Creech, Stephen W.",23.1%,23.1%,23.1%,,15.4%,7.7%,7.7%,,,,,,,,,,,,,,,,,
,,37300,Wildlife Practicum,202230,Summer 2022,001,28967,"Creech, Stephen W.",24.0%,26.0%,16.0%,,24.0%,,10.0%,,,,,,,,,,,,,,,,,
FR,FR-French,10100,French Level I,202230,Summer 2022,001,12087,"Duthoit, Juliette D.",9.1%,9.1%,63.6%,,,,,,,,9.1%,,,,,,,,,,,,9.1%,
,,10200,French Level II,202230,Summer 2022,001,12088,"Adewuyi, Roseline A.",16.7%,16.7%,,,5.6%,11.1%,11.1%,,5.6%,5.6%,5.6%,,,,5.6%,,,,,,,,16.7%,
,,20100,French Level III,202230,Summer 2022,002,14434,"Jouin, Gwenael B.",28.6%,14.3%,,,7.1%,,7.1%,,7.1%,14.3%,,7.1%,,,7.1%,,,,,,,,7.1%,
,,20200,French Level IV,202230,Summer 2022,001,29083,"Adigun, Doyin Y.",30.8%,,7.7%,,,15.4%,15.4%,7.7%,,7.7%,,,,,7.7%,,,,,,,,7.7%,
FVS,FVS-Film And Video Studies,33600,Screenwriting,202230,Summer 2022,001,31410,"Sklar, Jeremy F.",18.2%,18.2%,54.5%,,,,,,9.1%,,,,,,,,,,,,,,,
GER,GER-German,10100,German Level I,202230,Summer 2022,003,11663,"Baumer, Jason E.",50.0%,,,,25.0%,,8.3%,,,,,,,,8.3%,,,,,,,,8.3%,
,,,,,,009,31409,"Hinkel, Irina A.",45.5%,,9.1%,,,18.2%,9.1%,,,,,,,,9.1%,,,,,,,,9.1%,
,,10200,German Level II,202230,Summer 2022,004,12098,"Kroninger, Andrew Y.",33.3%,33.3%,6.7%,,6.7%,6.7%,6.7%,,,,,,,,,,,,,,,,6.7%,
,,20100,German Level III,202230,Summer 2022,001,29502,"Preston, Kailey S.",46.7%,20.0%,,,6.7%,6.7%,6.7%,6.7%,,,,,,,6.7%,,,,,,,,,
,,28000,Beer & Brewing In Ger Cul,202230,Summer 2022,001,23807,"Sundquist, John D.",63.6%,18.2%,,,9.1%,,9.1%,,,,,,,,,,,,,,,,,
GRAD,GRAD-Graduate Studies,59000,Grant Writing Light,202230,Summer 2022,005,31273,"Nielsen, Lisa R.",,,,,,,,,,,,,,,,,,100.0%,,,,,,
,,,Program Management,202230,Summer 2022,OL1,31438,"Springer, Mitchell L.",100.0%,,,,,,,,,,,,,,,,,,,,,,,
,,69900,Research PhD Thesis,202230,Summer 2022,008,24428,"Cannon, Jason R.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
GS,GS-General Studies,11900,Intro Acad Prog-Purdue,202230,Summer 2022,001,14803,"Barr, Jaimee I.",,,,,,,,,,,,,,,,,10.9%,89.1%,,,,,,
,,,,,,002,32341,"Gipson, John A.",,,,,,,,,,,,,,,,,,100.0%,,,,,,
,,,,,,003,32342,"Pratt, Kathryn L.",,,,,,,,,,,,,,,,,5.2%,93.1%,,,,,1.7%,
,,12000,Summer Start Seminar,202230,Summer 2022,004,12022,"McKay, Allison L.",53.8%,,,,30.8%,,,15.4%,,,,,,,,,,,,,,,,
,,,,,,005,12027,"Allison, Morgan B.",53.3%,,,,46.7%,,,,,,,,,,,,,,,,,,,
,,,,,,011,13714,"Ivey, David J.",88.2%,,,,5.9%,,,5.9%,,,,,,,,,,,,,,,,
,,,,,,015,10439,"Stubbs, Allison M.",55.6%,,,,27.8%,,,16.7%,,,,,,,,,,,,,,,,
,,,,,,018,15387,"Ivey, David J.",73.3%,,,,20.0%,,,,,,,,,,,6.7%,,,,,,,,
,,,,,,023,29667,"Dufault, Sean G.",86.1%,,,,5.9%,,,5.0%,,,1.0%,,,,1.0%,,,,,,,,1.0%,
,,,,,,027,32177,"Allison, Morgan B.",54.5%,,,,18.2%,,,9.1%,,,9.1%,,,,9.1%,,,,,,,,,
,,,,,,028,32178,"McKay, Allison L.",64.3%,,,,28.6%,,,7.1%,,,,,,,,,,,,,,,,
,,,,,,029,32187,"Barr, Jaimee I.",83.3%,,,,8.3%,,,5.6%,,,2.8%,,,,,,,,,,,,,
,,,,,,030,32188,"Pratt, Kathryn L.",71.4%,,,,21.4%,,,7.1%,,,,,,,,,,,,,,,,
,,19501,Preparing For UG Research Expr,202230,Summer 2022,003,15433,"Sadler, James J.",,,,,,,,,,,,,,,,,3.6%,95.2%,,,,,1.2%,
,,,,,,004,30638,"Sadler, James J.",,,,,,,,,,,,,,,,,11.4%,88.6%,,,,,,
,,22000,Asians&Asian Amer Populr Cltrl,202230,Summer 2022,002,32052,"Sari, Pamela K.",,,,,,,,,,,,,,,,,,84.6%,,,,,15.4%,
,,,Calculus For HS Students,202230,Summer 2022,004,32522,"Nuguid, Maria Eloisa C.",,,,,,,,,,,,,,,,,3.6%,92.9%,,,,,3.6%,
,,,Pre-Calculus For HS,202230,Summer 2022,003,32521,"Martinez, Benito A.",,,,,,,,,,,,,,,,,,100.0%,,,,,,
,,,Thomora Black Arts Workshop,202230,Summer 2022,001,32051,"Caise, William P.",,,,,,,,,,,,,,,,,,77.8%,,,,,22.2%,
HDFS,HDFS-Human Dev &Family Studies,20100,Intro Family Processes,202230,Summer 2022,001,10065,"Anderson, Kirsten L.",22.2%,5.6%,33.3%,,5.6%,11.1%,,5.6%,,,5.6%,,5.6%,,,,,,,,,,5.6%,
,,21000,Intro Human Devlpment,202230,Summer 2022,001,10009,"Friedman, Elliot M.",26.1%,19.6%,30.4%,,10.9%,,10.9%,,,2.2%,,,,,,,,,,,,,,
,,28000,Divrsty Individual & Fam Life,202230,Summer 2022,002,23671,"Robertson, Olivia C.",20.7%,20.7%,6.9%,,10.3%,13.8%,6.9%,,,6.9%,,,3.4%,,3.4%,3.4%,,3.4%,,,,,,
,,31100,Child Development,202230,Summer 2022,001,25785,"Nichols, Deborah L.",28.6%,7.1%,35.7%,,14.3%,,14.3%,,,,,,,,,,,,,,,,,
,,33000,Sexuality And Family Life,202230,Summer 2022,001,10496,"Elias, Cezanne M.",78.6%,7.1%,,,7.1%,,7.1%,,,,,,,,,,,,,,,,,
HIST,HIST-History,10300,Intro To Medieval Wrld,202230,Summer 2022,Y01,22231,"Mitchell, Silvia Z.",6.3%,18.8%,3.1%,,12.5%,9.4%,9.4%,9.4%,3.1%,6.3%,,,3.1%,,6.3%,,,,,,,,12.5%,
,,10400,Intro To Modern World,202230,Summer 2022,001,32586,"Walkama, Annalise R.",28.6%,14.3%,,,23.8%,14.3%,9.5%,9.5%,,,,,,,,,,,,,,,,
,,10500,Global History,202230,Summer 2022,Y01,23768,"Bhattacharya, Tithi",18.8%,12.5%,37.5%,,,,,12.5%,6.3%,6.3%,,,,,,,,,,,,,6.3%,
,,15100,Amer Hist To 1877,202230,Summer 2022,Y01,22842,"Barr, Erin C.",4.3%,17.0%,8.5%,,12.8%,6.4%,23.4%,4.3%,,8.5%,2.1%,2.1%,,,6.4%,,,,,,,,4.3%,
,,15200,U S Since 1877,202230,Summer 2022,001,10075,"Bynum, Cornelius L.",21.4%,25.0%,46.4%,,3.6%,,3.6%,,,,,,,,,,,,,,,,,
,,,,,,Y01,10272,"Bynum, Cornelius L.",11.1%,22.2%,19.4%,,11.1%,5.6%,,11.1%,2.8%,2.8%,,,,,5.6%,,,,,,,,8.3%,
,,35000,Science & Society In 20th Cent,202230,Summer 2022,Y01,27730,"Bouquet, Dorothee M.",25.6%,18.6%,4.7%,,11.6%,7.0%,9.3%,,2.3%,2.3%,,,,,4.7%,,2.3%,2.3%,,,,,9.3%,
,,35100,Second World War,202230,Summer 2022,001,14383,"Roberts, Randy W.",13.3%,40.0%,,,10.0%,3.3%,28.3%,1.7%,,1.7%,,,,,,,,,,,,,1.7%,
,,35500,American Military Aff,202230,Summer 2022,001,28802,"Jones, Trenton C.",4.0%,8.0%,4.0%,,32.0%,12.0%,24.0%,,,,,,,,16.0%,,,,,,,,,
,,37100,Society & Rock & Roll,202230,Summer 2022,Y01,11136,"Guberman, Daniel A.",32.7%,26.5%,14.3%,,10.2%,2.0%,8.2%,,,,,,,,2.0%,,,,,,,,4.1%,
,,,Society & Rock & Roll-Honors,202230,Summer 2022,Y01,11136,"Guberman, Daniel A.",100.0%,,,,,,,,,,,,,,,,,,,,,,,
,,37700,Hist & Cult Native Am,202230,Summer 2022,001,11086,"Marsh, Dawn G.",33.3%,,,,33.3%,,,16.7%,,,,,,,8.3%,,,,,,,,4.2%,4.2%
HK,HK-Health And Kinesiology,10000,Foundations Of Kinesiology,202230,Summer 2022,001,28787,"Blankenship, Bonnie T.",22.2%,11.1%,,,11.1%,27.8%,11.1%,5.6%,,5.6%,,,,,5.6%,,,,,,,,,
,,30800,Athletic Health Care,202230,Summer 2022,001,31725,"Lawrance, Scott E.",75.0%,6.3%,,,,6.3%,12.5%,,,,,,,,,,,,,,,,,
,,36800,Exercise Physiology I,202230,Summer 2022,006,32197,"Kargl, Christopher",38.5%,15.4%,,,15.4%,7.7%,7.7%,15.4%,,,,,,,,,,,,,,,,
,,,,,,007,32330,"Ro, Bohyun",27.3%,9.1%,18.2%,,9.1%,,9.1%,,18.2%,9.1%,,,,,,,,,,,,,,
,,46500,Research Methods,202230,Summer 2022,001,22428,"Klenosky, David B.",36.0%,24.0%,,,12.0%,4.0%,20.0%,,,4.0%,,,,,,,,,,,,,,
HONR,HONR-Honors,19900,Intro To Research,202230,Summer 2022,001,12200,"Ware, Jason A.",92.0%,4.0%,,,2.0%,,,,,,,,2.0%,,,,,,,,,,,
,,,,,,008,32850,"Macgiollabhui, Muiris",91.7%,6.3%,,,,,,,,,,,,,,2.1%,,,,,,,,
,,,,,,H08,29800,"Ware, Jason A.",79.8%,7.4%,,,,1.1%,2.1%,,,,2.1%,,,,4.3%,3.2%,,,,,,,,
,,,The Next Great Idea,202230,Summer 2022,006,28925,"Vanaik, Anish",,,,,,,,,,,,,,,,,,100.0%,,,,,,
,,19903,Interdisc Approach To Writing,202230,Summer 2022,001,11674,"Moore, Jonathan P.",75.0%,10.0%,,,,,10.0%,,,,,,,,5.0%,,,,,,,,,
,,29900,Exploring Place,202230,Summer 2022,001,13332,"Swanson, Nathan W.",100.0%,,,,,,,,,,,,,,,,,,,,,,,
,,,Summer Mentorship,202230,Summer 2022,003,31743,"Watkins, Adam E.",68.0%,8.0%,8.0%,,8.0%,4.0%,4.0%,,,,,,,,,,,,,,,,,
,,39900,Happiness,202230,Summer 2022,002,32075,"Kovich, Melissa K.",16.7%,,70.8%,,,,4.2%,,,,4.2%,,,,,,,,,,,,4.2%,
HORT,HORT-Horticulture,30600,Hist Of Horticulture,202230,Summer 2022,Y01,12110,"Nzaranyimana, Theoneste",11.9%,16.7%,54.8%,,2.4%,,4.8%,2.4%,,2.4%,,,,,4.8%,,,,,,,,,
HSCI,HSCI-Health Sciences,20100,Public Health Science,202230,Summer 2022,001,24010,"Wilson, Mark D.",7.7%,20.5%,53.8%,,2.6%,,5.1%,2.6%,2.6%,,,,2.6%,,,,,,,,,,2.6%,
HTM,HTM-Hospitality & Tourism Mgmt,14100,Fin Acctg Service Ind,202230,Summer 2022,001,29170,"Leitch, Stephen R.",,6.9%,,,31.0%,34.5%,6.9%,3.4%,6.9%,3.4%,3.4%,,,,3.4%,,,,,,,,,
,,16200,Intro To Event & Meet Planning,202230,Summer 2022,001,11331,"Jung, Shinyong",52.9%,23.5%,,,,,5.9%,,,5.9%,11.8%,,,,,,,,,,,,,
,,20200,Hospitality&Tourism Work Expr,202230,Summer 2022,001,10073,"Chen, Jun",,,,,,,,,,,,,,,,,,91.7%,8.3%,,,,,
,,30200,Hosp & Tour Ind Intern,202230,Summer 2022,001,12167,"Chen, Jun",87.5%,,,,1.6%,,,,,,,,,,1.6%,9.4%,,,,,,,,
,,31100,Procuremt Mgt Foodserv,202230,Summer 2022,001,21976,"Byrd, Karen S.",16.7%,,,,16.7%,,5.6%,27.8%,,27.8%,,,,,,,,,,,,,5.6%,
IE,IE-Industrial Engineering,34300,Engineering Economics,202230,Summer 2022,001,32076,"Rahman, Md Mahmudur",15.3%,30.5%,1.7%,,11.9%,11.9%,8.5%,5.1%,1.7%,1.7%,1.7%,5.1%,,,3.4%,,,,,,,,1.7%,
,,39699,Prof Practice Internship,202230,Summer 2022,001,21122,"Brunese, Patrick A.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
,,56600,Product Mgt Control,202230,Summer 2022,OL1,31659,"Fong, Nga Hin B.",9.6%,,86.7%,,,,,,,,,,,,1.2%,,,,,,,,2.4%,
,,69600,Grad Prof Practice,202230,Summer 2022,004,20976,"Brunese, Patrick A.",,,,,,,,,,,,,,,,,,,,100.0%,,,,
IET,IET-Industrial Engr Technology,21400,Intro Supply Chain Mgmt Tech,202230,Summer 2022,001,28844,"Nanda, Gaurav",31.3%,12.5%,6.3%,,12.5%,12.5%,12.5%,,,,6.3%,6.3%,,,,,,,,,,,,
,,31600,Statistical Quality Control,202230,Summer 2022,001,31722,"Stephens, Matthew P.",9.1%,,,,9.1%,,,18.2%,,,27.3%,,,,36.4%,,,,,,,,,
,,33400,Economics Analysis - Tech Sys,202230,Summer 2022,011,31723,"Sutton, Mathias J.",20.8%,8.3%,16.7%,,4.2%,8.3%,8.3%,8.3%,4.2%,8.3%,,,4.2%,,4.2%,,,,,,,,4.2%,
JPNS,JPNS-Japanese,10100,Japanese Level I,202230,Summer 2022,005,13344,"Baydar, Samet",9.1%,,45.5%,,,,18.2%,,,,,,,,9.1%,,,,,,,,18.2%,
,,,,,,006,14433,"Yamamoto, Mai",8.3%,,66.7%,,,,8.3%,,,,,,,,8.3%,,,,,,,,8.3%,
,,,,,,007,32450,"Lutz, Asami",45.5%,9.1%,,,,9.1%,9.1%,9.1%,,9.1%,,,,,,,,,,,,,9.1%,
KOR,KOR-Korean,10100,Korean Level I,202230,Summer 2022,001,29726,"Kim, Huai-Rhin",63.6%,,,,9.1%,9.1%,,,,,,9.1%,,,,,,,,,,,9.1%,
LA,LA-Landscape Architecture,10600,Accelerated Foundations Studio,202230,Summer 2022,004,12254,"Barbarash, David M.",18.2%,45.5%,,,,18.2%,18.2%,,,,,,,,,,,,,,,,,
LING,LING-Linguistics,20100,Intro To Linguistics,202230,Summer 2022,002,32025,"Seo, Yuhyeon",31.6%,5.3%,21.1%,,10.5%,5.3%,,15.8%,,10.5%,,,,,,,,,,,,,,
MA,MA-Mathematics,13900,Math For Elm Tchrs III,202230,Summer 2022,001,10302,"Max, Brooke M.",3.8%,,,,46.2%,,,34.6%,,,11.5%,,,,3.8%,,,,,,,,,
,,15300,College Algebra,202230,Summer 2022,Y01,12381,"Devlin, Patrick M.",6.4%,,6.4%,,6.4%,,4.3%,4.3%,4.3%,4.3%,4.3%,,2.1%,,31.9%,,,,,,,,25.5%,
,,15800,Precalculus- Functions & Trig,202230,Summer 2022,001,13259,"Devlin, Patrick M.",3.7%,11.1%,14.8%,,11.1%,3.7%,7.4%,14.8%,,7.4%,,,,,22.2%,,,,,,,,3.7%,
,,,,,,BOP,24255,"Delworth, Timothy J.",42.3%,3.8%,19.2%,,26.9%,,3.8%,,,,,,,,,,,,,,,,3.8%,
,,,,,,DIS,10012,"Norris, David M.",15.6%,,2.2%,,24.4%,8.9%,4.4%,4.4%,15.6%,13.3%,4.4%,,,,4.4%,,,,,,,,2.2%,
,,16010,Applied Calculus I,202230,Summer 2022,001,28853,"Cuadra, Alexandra",12.5%,,,,12.5%,12.5%,6.3%,12.5%,12.5%,18.8%,,,,,6.3%,,,,,,,,6.3%,
,,,,,,DIS,10013,"Delworth, Timothy J.",13.6%,2.5%,4.2%,,14.4%,5.9%,8.5%,14.4%,5.1%,5.9%,8.5%,5.1%,2.5%,,4.2%,,,,,,,,5.1%,
,,16020,Applied Calculus II,202230,Summer 2022,DIS,10023,"Davis, Owen K.",19.2%,1.3%,9.0%,,19.2%,1.3%,,28.2%,2.6%,1.3%,1.3%,,1.3%,,3.8%,,,,,,,,11.5%,
,,16100,Pl Anly Geo Calc I,202230,Summer 2022,203,30279,"Bhaskara, Rashmi",8.2%,6.1%,8.2%,,18.4%,14.3%,10.2%,8.2%,4.1%,8.2%,4.1%,,,,6.1%,,,,,,,,4.1%,
,,,,,,204,32472,"Srinivasan, Vittal",6.7%,6.7%,4.4%,,13.3%,8.9%,11.1%,13.3%,11.1%,11.1%,4.4%,,6.7%,,,,,,,,,,2.2%,
,,16200,Pl Anly Geo Calc II,202230,Summer 2022,401,29143,"Hughes, Victor G.",13.3%,6.7%,6.7%,,6.7%,6.7%,6.7%,13.3%,13.3%,6.7%,6.7%,,,,13.3%,,,,,,,,,
,,,,,,502,30281,"Nolan, Cian F.",17.4%,10.9%,10.9%,,8.7%,13.0%,10.9%,13.0%,,2.2%,,,4.3%,,8.7%,,,,,,,,,
,,,,,,503,31182,"Polak, Raymond L.",8.7%,8.7%,6.5%,,17.4%,4.3%,13.0%,10.9%,4.3%,8.7%,10.9%,,2.2%,,4.3%,,,,,,,,,
,,,,,,504,31183,"Srinivasan, Abishek",11.1%,15.6%,11.1%,,17.8%,11.1%,17.8%,2.2%,4.4%,2.2%,4.4%,,2.2%,,,,,,,,,,,
,,,,,,505,32470,"Liu, Zekun",4.4%,4.4%,4.4%,,24.4%,11.1%,11.1%,13.3%,11.1%,6.7%,2.2%,,2.2%,,4.4%,,,,,,,,,
,,,,,,506,32471,"Mandokhot, Anjali",10.9%,8.7%,6.5%,,19.6%,6.5%,21.7%,2.2%,2.2%,4.3%,13.0%,,2.2%,,2.2%,,,,,,,,,
